"","date","code","year","month","week","PM2.5","c_AOD","TEMP","AP","RH","elevation","WS","a_buffer10"
"130","15/08/2015","1001A","2015","8","6",26.39130435,0.137296445,26.27102766,989.4087166,56.88839064,45,1.409082383,127
"131","16/08/2015","1001A","2015","8","0",35.875,0.478311527,27.03627552,989.7647569,58.3990441,45,1.419618859,127
"132","19/08/2015","1001A","2015","8","3",51.04166667,0.940498872,23.75472813,995.0752072,74.49643806,45,1.761292058,127
"133","20/08/2015","1001A","2015","8","4",35.7826087,0.268003921,24.7021407,992.3511763,67.7377452,45,1.567269231,127
"134","21/08/2015","1001A","2015","8","5",14.76470588,0.28740667,25.60696296,990.0945758,53.88488215,45,1.360080534,127
"135","22/08/2015","1001A","2015","8","6",20.23809524,0.144280814,25.55532586,989.5695686,59.30119953,45,1.680147106,127
"136","25/08/2015","1001A","2015","8","2",14.27272727,0.64615761,23.91327395,994.4031479,67.99851867,45,1.265786601,127
"137","28/08/2015","1001A","2015","8","5",16.42857143,0.475667847,24.59756659,992.0319699,63.88215593,45,1.767682392,127
"138","2/09/2015","1001A","2015","9","3",10.36842105,0.727974503,23.17924468,997.3115327,72.23114876,45,1.405495244,120
"139","3/09/2015","1001A","2015","9","4",15.14285714,0.345829746,24.23029908,998.0953397,69.49058625,45,1.306005019,120
"140","7/09/2015","1001A","2015","9","1",23.30434783,0.27498829,21.30735673,997.4382807,72.01225981,45,1.301751803,120
"141","12/09/2015","1001A","2015","9","6",7.863636364,0.137296445,18.25420638,1001.092611,50.18196923,45,2.80488567,120
"142","13/09/2015","1001A","2015","9","0",20.43478261,0.252039649,19.75074443,1000.371929,58.55989474,45,1.449450988,120
"143","15/09/2015","1001A","2015","9","2",100.7727273,1.516210425,18.83239002,1003.432962,71.08701739,45,1.133808234,120
"144","16/09/2015","1001A","2015","9","3",132.25,1.506232755,19.33753048,1002.095543,75.57766575,45,1.252656382,120
"145","17/09/2015","1001A","2015","9","4",153.6521739,2.246575862,20.72391032,1001.030547,77.29393352,45,1.205047862,120
"146","18/09/2015","1001A","2015","9","5",90.16666667,0.379753824,22.01858581,1000.572672,71.22936995,45,1.28599514,120
"147","19/09/2015","1001A","2015","9","6",15.41666667,0.259333924,20.63905888,1000.955993,60.62365348,45,1.27002473,120
"148","20/09/2015","1001A","2015","9","0",64.14285714,1.555123338,20.4751283,997.152176,72.55690725,45,1.417388496,120
"149","21/09/2015","1001A","2015","9","1",93.45833333,1.569092076,21.05486007,995.3752343,66.71660154,45,1.403758132,120
"150","22/09/2015","1001A","2015","9","2",143.4347826,3.011863143,20.43412828,993.6265241,77.56747611,45,1.89870406,120
"151","24/09/2015","1001A","2015","9","4",115.0454545,3.173501396,19.81979611,993.3758275,81.06889193,45,1.414862883,120
"152","25/09/2015","1001A","2015","9","5",23.8,0.143283047,18.18074494,995.2148235,65.99433801,45,1.638440687,120
"153","26/09/2015","1001A","2015","9","6",33.20833333,0.374569,17.52819155,997.3904003,63.25106251,45,1.351972017,120
"154","27/09/2015","1001A","2015","9","0",53.65217391,0.485889873,19.91321652,998.1823952,61.39255137,45,1.215825228,120
"155","1/10/2015","1001A","2015","10","4",16.4,0.098119391,15.60763924,996.6577129,52.80485358,45,3.422137415,113
"156","2/10/2015","1001A","2015","10","5",29.18181818,0.17221829,16.80705555,995.3321279,55.29397633,45,1.946103065,113
"157","3/10/2015","1001A","2015","10","6",27.58333333,0.189001853,17.40363447,1003.379843,58.35891361,45,1.57218613,113
"158","4/10/2015","1001A","2015","10","0",123.3636364,1.266768678,16.7964079,1006.083175,73.74294471,45,0.990916184,113
"159","5/10/2015","1001A","2015","10","1",224.9166667,2.706546444,17.17320973,1002.391025,77.74303225,45,1.225101308,113
"160","6/10/2015","1001A","2015","10","2",316.1363636,2.487037707,18.08907628,1000.519234,77.68653613,45,1.211762143,113
"161","7/10/2015","1001A","2015","10","3",274.6363636,2.95997926,19.46918554,998.3250863,74.02247205,45,1.648083354,113
"162","8/10/2015","1001A","2015","10","4",12.57894737,0.179202659,14.8852036,1003.192731,29.2634152,45,3.163688055,113
"163","9/10/2015","1001A","2015","10","5",20.60869565,0.292818979,13.26089881,995.366629,36.40984199,45,3.511377554,113
"164","11/10/2015","1001A","2015","10","0",11.375,0.201153532,14.63241638,1001.39661,39.62181928,45,2.807942094,113
"165","12/10/2015","1001A","2015","10","1",18.9047619,0.147001853,14.67155418,1004.925735,46.56424194,45,1.428533359,113
"166","13/10/2015","1001A","2015","10","2",35.05882353,0.203910416,15.30502347,1004.019654,53.06265364,45,0.99074819,113
"167","15/10/2015","1001A","2015","10","4",125.1666667,0.700606299,15.54143002,1000.951236,70.6971474,45,1.090612744,113
"168","16/10/2015","1001A","2015","10","5",170.8333333,1.93227926,15.62013528,1001.585087,73.63833178,45,1.101628569,113
"169","17/10/2015","1001A","2015","10","6",309.3636364,2.69157994,15.6465005,1000.965884,75.13731114,45,1.011034174,113
"170","19/10/2015","1001A","2015","10","1",55.66666667,0.658130814,12.84010579,1000.504775,70.53660565,45,1.183502408,113
"171","23/10/2015","1001A","2015","10","5",52.27272727,0.421660037,11.82694736,1002.210832,81.91088568,45,1.355018553,113
"172","27/10/2015","1001A","2015","10","2",14.90909091,0.175211591,8.990763759,1000.161999,46.5697287,45,2.077981791,113
"173","28/10/2015","1001A","2015","10","3",7.130434783,0.120117538,8.367695944,1006.138221,40.7830452,45,2.200315388,113
"174","29/10/2015","1001A","2015","10","4",5.590909091,0.194169163,6.705678262,1010.346095,37.15659638,45,2.644484017,113
"175","30/10/2015","1001A","2015","10","5",22.65217391,0.2051446,5.753990776,1014.346192,50.55365608,45,1.438324166,113
"176","31/10/2015","1001A","2015","10","6",40.5,0.267006154,6.605086224,1014.575532,57.62439813,45,1.105112967,113
"177","1/11/2015","1001A","2015","11","0",78.06666667,0.237073144,7.674188502,1007.599413,60.83261077,45,1.321698438,70
"178","2/11/2015","1001A","2015","11","1",96.18181818,0.266008387,8.369123651,1005.023321,61.38663658,45,1.098273001,70
"179","3/11/2015","1001A","2015","11","2",157.1304348,0.936507804,9.154605141,1005.943215,66.55046725,45,1.346751919,70
"180","4/11/2015","1001A","2015","11","3",198.047619,3.011863143,10.10563454,1006.366169,71.01044099,45,1.017988556,70
"181","26/11/2015","1001A","2015","11","4",35.05263158,0.820766833,-8.130817641,1015.035677,47.09549467,45,3.092185134,70
"182","28/11/2015","1001A","2015","11","6",292,3.011863143,-2.551410629,1011.482934,76.02647059,45,1.066397044,70
"183","30/11/2015","1001A","2015","11","1",441.3333333,3.043791687,-2.504596585,1007.99013,83.73396341,45,0.942919071,70
"184","3/12/2015","1001A","2015","12","4",7.571428571,0.368778387,-1.237473971,1007.025546,35.65089808,45,4.613670256,99
